     #Energy           s           p           d       tot  
     1.33141    -0.00000    -0.00000     0.00000    -0.00000
     1.34141    -0.00000    -0.00000     0.00000    -0.00000
     1.35141    -0.00000    -0.00000     0.00000    -0.00001
     1.36141    -0.00001    -0.00001     0.00000    -0.00001
     1.37141    -0.00001    -0.00001     0.00000    -0.00002
     1.38141    -0.00003    -0.00002     0.00000    -0.00004
     1.39141    -0.00004    -0.00003     0.00000    -0.00007
     1.40141    -0.00006    -0.00004     0.00000    -0.00011
     1.41141    -0.00008    -0.00006     0.00000    -0.00015
     1.42141    -0.00011    -0.00008     0.00000    -0.00019
     1.43141    -0.00013    -0.00009     0.00000    -0.00022
     1.44141    -0.00014    -0.00010     0.00000    -0.00025
     1.45141    -0.00015    -0.00010     0.00000    -0.00026
     1.46141    -0.00016    -0.00010     0.00000    -0.00026
     1.47141    -0.00017    -0.00009     0.00000    -0.00027
     1.48141    -0.00019    -0.00009     0.00000    -0.00028
     1.49141    -0.00023    -0.00009     0.00000    -0.00032
     1.50141    -0.00028    -0.00009     0.00000    -0.00037
     1.51141    -0.00034    -0.00010     0.00000    -0.00044
     1.52141    -0.00040    -0.00010     0.00000    -0.00050
     1.53141    -0.00044    -0.00011     0.00000    -0.00055
     1.54141    -0.00045    -0.00011     0.00000    -0.00056
     1.55141    -0.00043    -0.00010     0.00000    -0.00053
     1.56141    -0.00038    -0.00009     0.00000    -0.00047
     1.57141    -0.00031    -0.00008     0.00000    -0.00038
     1.58141    -0.00023    -0.00006     0.00000    -0.00029
     1.59141    -0.00016    -0.00004     0.00000    -0.00020
     1.60141    -0.00010    -0.00003     0.00000    -0.00013
     1.61141    -0.00006    -0.00002     0.00000    -0.00008
     1.62141    -0.00003    -0.00001     0.00000    -0.00005
     1.63141    -0.00002    -0.00002     0.00000    -0.00004
     1.64141    -0.00001    -0.00003     0.00000    -0.00004
     1.65141    -0.00000    -0.00005     0.00000    -0.00006
     1.66141    -0.00000    -0.00009     0.00000    -0.00009
     1.67141    -0.00000    -0.00014     0.00000    -0.00014
     1.68141    -0.00000    -0.00020     0.00000    -0.00021
     1.69141    -0.00001    -0.00027     0.00000    -0.00028
     1.70141    -0.00001    -0.00034     0.00000    -0.00035
     1.71141    -0.00001    -0.00039     0.00000    -0.00040
     1.72141    -0.00001    -0.00042     0.00000    -0.00042
     1.73141    -0.00001    -0.00041     0.00000    -0.00042
     1.74141    -0.00001    -0.00038     0.00000    -0.00039
     1.75141    -0.00001    -0.00034     0.00000    -0.00035
     1.76141    -0.00001    -0.00029     0.00000    -0.00030
     1.77141    -0.00001    -0.00027     0.00000    -0.00028
     1.78141    -0.00001    -0.00026     0.00000    -0.00027
     1.79141    -0.00002    -0.00028     0.00000    -0.00030
     1.80141    -0.00002    -0.00033     0.00000    -0.00035
     1.81141    -0.00003    -0.00038     0.00000    -0.00042
     1.82141    -0.00004    -0.00044     0.00000    -0.00048
     1.83141    -0.00005    -0.00050     0.00000    -0.00056
     1.84141    -0.00007    -0.00056     0.00000    -0.00063
     1.85141    -0.00009    -0.00062     0.00000    -0.00071
     1.86141    -0.00012    -0.00069     0.00000    -0.00081
     1.87141    -0.00015    -0.00077     0.00000    -0.00092
     1.88141    -0.00018    -0.00086     0.00000    -0.00104
     1.89141    -0.00020    -0.00094     0.00000    -0.00115
     1.90141    -0.00022    -0.00101     0.00000    -0.00123
     1.91241    -0.00023    -0.00104     0.00000    -0.00126
     1.92241    -0.00022    -0.00102     0.00000    -0.00124
     1.93241    -0.00020    -0.00097     0.00000    -0.00117
     1.94241    -0.00017    -0.00088     0.00000    -0.00105
     1.95241    -0.00014    -0.00076     0.00000    -0.00090
     1.96241    -0.00011    -0.00063     0.00000    -0.00074
     1.97241    -0.00009    -0.00050     0.00000    -0.00058
     1.98241    -0.00007    -0.00039     0.00000    -0.00046
     1.99241    -0.00007    -0.00030     0.00000    -0.00037
     2.00241    -0.00008    -0.00025     0.00000    -0.00033
     2.01241    -0.00010    -0.00023     0.00000    -0.00034
     2.02241    -0.00014    -0.00026     0.00000    -0.00040
     2.03241    -0.00019    -0.00030     0.00000    -0.00049
     2.04241    -0.00024    -0.00036     0.00000    -0.00060
     2.05241    -0.00028    -0.00042     0.00000    -0.00070
     2.06241    -0.00031    -0.00045     0.00000    -0.00076
     2.07241    -0.00031    -0.00046     0.00000    -0.00077
     2.08241    -0.00029    -0.00044     0.00000    -0.00073
     2.09241    -0.00025    -0.00040     0.00000    -0.00065
     2.10241    -0.00020    -0.00034     0.00000    -0.00054
     2.11241    -0.00015    -0.00028     0.00000    -0.00043
     2.12241    -0.00011    -0.00024     0.00000    -0.00034
     2.13241    -0.00007    -0.00020     0.00000    -0.00028
     2.14241    -0.00005    -0.00018     0.00000    -0.00023
     2.15241    -0.00005    -0.00017     0.00000    -0.00022
     2.16241    -0.00005    -0.00017     0.00000    -0.00022
     2.17241    -0.00007    -0.00017     0.00000    -0.00024
     2.18241    -0.00009    -0.00019     0.00000    -0.00028
     2.19241    -0.00011    -0.00020     0.00000    -0.00032
     2.20241    -0.00014    -0.00022     0.00000    -0.00036
     2.21241    -0.00017    -0.00023     0.00000    -0.00040
     2.22241    -0.00019    -0.00023     0.00000    -0.00042
     2.23241    -0.00019    -0.00022     0.00000    -0.00042
     2.24241    -0.00019    -0.00021     0.00000    -0.00040
     2.25241    -0.00017    -0.00018     0.00000    -0.00035
     2.26241    -0.00015    -0.00015     0.00000    -0.00030
     2.27241    -0.00012    -0.00012     0.00000    -0.00024
     2.28241    -0.00009    -0.00010     0.00000    -0.00019
     2.29241    -0.00006    -0.00007     0.00000    -0.00013
     2.30241    -0.00004    -0.00005     0.00000    -0.00009
     2.31241    -0.00003    -0.00003     0.00000    -0.00006
     2.32241    -0.00002    -0.00002     0.00000    -0.00004
     2.33241    -0.00002    -0.00002     0.00000    -0.00003
     2.34241    -0.00002    -0.00002     0.00000    -0.00004
     2.35241    -0.00003    -0.00003     0.00000    -0.00006
     2.36241    -0.00005    -0.00004     0.00000    -0.00009
     2.37241    -0.00008    -0.00006     0.00000    -0.00014
     2.38241    -0.00012    -0.00009     0.00000    -0.00021
     2.39241    -0.00017    -0.00013     0.00000    -0.00031
     2.40241    -0.00023    -0.00018     0.00000    -0.00041
     2.41241    -0.00029    -0.00022     0.00000    -0.00051
     2.42241    -0.00035    -0.00025     0.00000    -0.00060
     2.43241    -0.00039    -0.00027     0.00000    -0.00066
     2.44241    -0.00041    -0.00028     0.00000    -0.00069
     2.45241    -0.00041    -0.00027     0.00000    -0.00068
     2.46241    -0.00041    -0.00025     0.00000    -0.00066
     2.47241    -0.00042    -0.00022     0.00000    -0.00063
     2.48241    -0.00045    -0.00019     0.00000    -0.00064
     2.49241    -0.00054    -0.00017     0.00000    -0.00071
     2.50241    -0.00069    -0.00017     0.00000    -0.00086
     2.51241    -0.00091    -0.00018     0.00000    -0.00109
     2.52241    -0.00118    -0.00021     0.00000    -0.00139
     2.53241    -0.00146    -0.00025     0.00000    -0.00171
     2.54241    -0.00171    -0.00028     0.00000    -0.00199
     2.55241    -0.00190    -0.00030     0.00000    -0.00221
     2.56241    -0.00201    -0.00031     0.00000    -0.00232
     2.57241    -0.00203    -0.00031     0.00000    -0.00234
     2.58241    -0.00197    -0.00030     0.00000    -0.00227
     2.59241    -0.00186    -0.00028     0.00000    -0.00214
     2.60241    -0.00171    -0.00026     0.00000    -0.00197
     2.61241    -0.00153    -0.00024     0.00000    -0.00177
     2.62241    -0.00132    -0.00023     0.00000    -0.00156
     2.63241    -0.00112    -0.00024     0.00000    -0.00136
     2.64241    -0.00093    -0.00026     0.00000    -0.00120
     2.65241    -0.00078    -0.00030     0.00000    -0.00108
     2.66241    -0.00067    -0.00035     0.00000    -0.00102
     2.67241    -0.00061    -0.00040     0.00000    -0.00100
     2.68241    -0.00058    -0.00043     0.00000    -0.00101
     2.69241    -0.00057    -0.00045     0.00000    -0.00101
     2.70241    -0.00056    -0.00044     0.00000    -0.00100
     2.71241    -0.00057    -0.00041     0.00000    -0.00097
     2.72241    -0.00057    -0.00037     0.00000    -0.00094
     2.73241    -0.00057    -0.00033     0.00000    -0.00090
     2.74241    -0.00057    -0.00031     0.00000    -0.00089
     2.75241    -0.00058    -0.00031     0.00000    -0.00089
     2.76241    -0.00058    -0.00034     0.00000    -0.00092
     2.77241    -0.00057    -0.00041     0.00000    -0.00097
     2.78241    -0.00056    -0.00050     0.00000    -0.00106
     2.79241    -0.00055    -0.00064     0.00000    -0.00119
     2.80241    -0.00055    -0.00081     0.00000    -0.00136
     2.81241    -0.00057    -0.00099     0.00000    -0.00156
     2.82241    -0.00059    -0.00118     0.00000    -0.00177
     2.83241    -0.00063    -0.00135     0.00000    -0.00198
     2.84241    -0.00067    -0.00147     0.00000    -0.00214
     2.85241    -0.00071    -0.00154     0.00000    -0.00225
     2.86241    -0.00075    -0.00155     0.00000    -0.00231
     2.87241    -0.00080    -0.00150     0.00000    -0.00231
     2.88241    -0.00087    -0.00141     0.00000    -0.00228
     2.89241    -0.00096    -0.00129     0.00000    -0.00225
     2.90241    -0.00107    -0.00116     0.00000    -0.00224
     2.91341    -0.00120    -0.00103     0.00000    -0.00223
     2.92341    -0.00132    -0.00090     0.00000    -0.00222
     2.93341    -0.00142    -0.00079     0.00000    -0.00221
     2.94341    -0.00148    -0.00068     0.00000    -0.00216
     2.95341    -0.00150    -0.00059     0.00000    -0.00208
     2.96341    -0.00148    -0.00051     0.00000    -0.00199
     2.97341    -0.00143    -0.00045     0.00000    -0.00188
     2.98341    -0.00138    -0.00042     0.00000    -0.00181
     2.99341    -0.00135    -0.00043     0.00000    -0.00178
     3.00341    -0.00135    -0.00049     0.00000    -0.00184
     3.01341    -0.00143    -0.00059     0.00000    -0.00202
     3.02341    -0.00159    -0.00074     0.00000    -0.00233
     3.03341    -0.00185    -0.00092     0.00000    -0.00277
     3.04341    -0.00220    -0.00111     0.00000    -0.00331
     3.05341    -0.00259    -0.00129     0.00000    -0.00388
     3.06341    -0.00297    -0.00143     0.00000    -0.00440
     3.07341    -0.00328    -0.00152     0.00000    -0.00480
     3.08341    -0.00346    -0.00156     0.00000    -0.00502
     3.09341    -0.00348    -0.00155     0.00000    -0.00502
     3.10341    -0.00332    -0.00149     0.00000    -0.00481
     3.11341    -0.00302    -0.00140     0.00000    -0.00442
     3.12341    -0.00263    -0.00129     0.00000    -0.00392
     3.13341    -0.00222    -0.00117     0.00000    -0.00339
     3.14341    -0.00183    -0.00105     0.00000    -0.00288
     3.15341    -0.00152    -0.00095     0.00000    -0.00247
