     #Energy           s           p           d       tot  
     3.34341     0.00712     0.10257     0.00000     0.10969
     3.35341     0.00867     0.11400     0.00000     0.12268
     3.36341     0.01009     0.12513     0.00000     0.13522
     3.37341     0.01115     0.13331     0.00000     0.14446
     3.38341     0.01166     0.13617     0.00000     0.14783
     3.39341     0.01156     0.13248     0.00000     0.14404
     3.40341     0.01092     0.12268     0.00000     0.13360
     3.41341     0.00996     0.10881     0.00000     0.11877
     3.42341     0.00895     0.09377     0.00000     0.10272
     3.43341     0.00815     0.08042     0.00000     0.08857
     3.44341     0.00770     0.07061     0.00000     0.07831
     3.45341     0.00758     0.06481     0.00000     0.07239
     3.46341     0.00765     0.06212     0.00000     0.06977
     3.47341     0.00771     0.06092     0.00000     0.06864
     3.48341     0.00757     0.05954     0.00000     0.06711
     3.49341     0.00714     0.05676     0.00000     0.06390
     3.50341     0.00641     0.05223     0.00000     0.05864
     3.51341     0.00548     0.04637     0.00000     0.05186
     3.52341     0.00450     0.04019     0.00000     0.04469
     3.53341     0.00362     0.03504     0.00000     0.03866
     3.54341     0.00296     0.03241     0.00000     0.03537
     3.55341     0.00262     0.03369     0.00000     0.03630
     3.56341     0.00266     0.03986     0.00000     0.04251
     3.57341     0.00308     0.05131     0.00000     0.05439
     3.58341     0.00385     0.06756     0.00000     0.07141
     3.59341     0.00488     0.08719     0.00000     0.09207
     3.60341     0.00606     0.10791     0.00000     0.11397
     3.61341     0.00726     0.12704     0.00000     0.13430
     3.62341     0.00834     0.14199     0.00000     0.15033
     3.63341     0.00924     0.15099     0.00000     0.16023
     3.64341     0.00991     0.15348     0.00000     0.16339
     3.65341     0.01038     0.15036     0.00000     0.16074
     3.66341     0.01072     0.14365     0.00000     0.15437
     3.67341     0.01101     0.13581     0.00000     0.14682
     3.68341     0.01131     0.12895     0.00000     0.14026
     3.69341     0.01163     0.12421     0.00000     0.13584
