     #Energy           s           p           d       tot  
     0.84041     0.00057     0.00072     0.00000     0.00129
     0.85041     0.00056     0.00070     0.00000     0.00126
     0.86041     0.00053     0.00065     0.00000     0.00119
     0.87041     0.00048     0.00058     0.00000     0.00106
     0.88041     0.00040     0.00049     0.00000     0.00090
     0.89041     0.00033     0.00040     0.00000     0.00072
     0.90041     0.00026     0.00031     0.00000     0.00057
     0.91141     0.00021     0.00024     0.00000     0.00045
     0.92141     0.00018     0.00020     0.00000     0.00038
     0.93141     0.00019     0.00020     0.00000     0.00039
     0.94141     0.00023     0.00023     0.00000     0.00046
     0.95141     0.00030     0.00028     0.00000     0.00058
     0.96141     0.00037     0.00035     0.00000     0.00072
     0.97141     0.00044     0.00042     0.00000     0.00086
     0.98141     0.00049     0.00047     0.00000     0.00096
     0.99141     0.00051     0.00048     0.00000     0.00100
     1.00141     0.00050     0.00047     0.00000     0.00097
     1.01141     0.00046     0.00042     0.00000     0.00088
     1.02141     0.00043     0.00036     0.00000     0.00078
     1.03141     0.00041     0.00029     0.00000     0.00070
     1.04141     0.00043     0.00025     0.00000     0.00068
     1.05141     0.00051     0.00023     0.00000     0.00074
     1.06141     0.00064     0.00023     0.00000     0.00087
     1.07141     0.00079     0.00026     0.00000     0.00105
     1.08141     0.00095     0.00029     0.00000     0.00125
     1.09141     0.00108     0.00033     0.00000     0.00140
     1.10141     0.00115     0.00034     0.00000     0.00149
     1.11141     0.00115     0.00034     0.00000     0.00149
     1.12141     0.00108     0.00032     0.00000     0.00140
     1.13141     0.00095     0.00029     0.00000     0.00124
     1.14141     0.00080     0.00024     0.00000     0.00104
     1.15141     0.00063     0.00019     0.00000     0.00082
     1.16141     0.00048     0.00015     0.00000     0.00062
     1.17141     0.00034     0.00010     0.00000     0.00045
     1.18141     0.00023     0.00007     0.00000     0.00030
     1.19141     0.00015     0.00005     0.00000     0.00020
     1.20141     0.00009     0.00003     0.00000     0.00012
     1.21141     0.00005     0.00002     0.00000     0.00007
     1.22141     0.00003     0.00001     0.00000     0.00004
     1.23141     0.00001     0.00000     0.00000     0.00002
     1.24141     0.00001     0.00000     0.00000     0.00001
     1.25141     0.00000     0.00000     0.00000     0.00000
     1.26141     0.00000     0.00000     0.00000     0.00000
     1.27141     0.00000     0.00000     0.00000     0.00000
     1.28141     0.00000     0.00000     0.00000     0.00000
     1.29141     0.00000     0.00000     0.00000     0.00000
     1.30141     0.00000     0.00000     0.00000     0.00000
     1.31141     0.00000     0.00000     0.00000     0.00000
     1.32141     0.00000     0.00000     0.00000     0.00000
     1.33141     0.00000     0.00000     0.00000     0.00001
     1.34141     0.00001     0.00001     0.00000     0.00001
     1.35141     0.00001     0.00001     0.00000     0.00003
     1.36141     0.00002     0.00003     0.00000     0.00005
     1.37141     0.00004     0.00004     0.00000     0.00008
     1.38141     0.00006     0.00007     0.00000     0.00012
     1.39141     0.00008     0.00009     0.00000     0.00018
     1.40141     0.00011     0.00012     0.00000     0.00023
     1.41141     0.00014     0.00015     0.00000     0.00028
     1.42141     0.00015     0.00017     0.00000     0.00032
     1.43141     0.00016     0.00017     0.00000     0.00033
     1.44141     0.00016     0.00017     0.00000     0.00032
     1.45141     0.00015     0.00015     0.00000     0.00030
     1.46141     0.00014     0.00013     0.00000     0.00026
     1.47141     0.00014     0.00010     0.00000     0.00024
     1.48141     0.00015     0.00009     0.00000     0.00024
     1.49141     0.00018     0.00008     0.00000     0.00026
     1.50141     0.00023     0.00008     0.00000     0.00031
     1.51141     0.00030     0.00009     0.00000     0.00039
     1.52141     0.00036     0.00010     0.00000     0.00046
     1.53141     0.00041     0.00011     0.00000     0.00052
     1.54141     0.00043     0.00012     0.00000     0.00055
     1.55141     0.00042     0.00011     0.00000     0.00054
     1.56141     0.00038     0.00010     0.00000     0.00048
     1.57141     0.00032     0.00009     0.00000     0.00040
     1.58141     0.00025     0.00007     0.00000     0.00031
     1.59141     0.00017     0.00005     0.00000     0.00022
     1.60141     0.00011     0.00003     0.00000     0.00015
     1.61141     0.00007     0.00002     0.00000     0.00009
     1.62141     0.00004     0.00002     0.00000     0.00006
     1.63141     0.00002     0.00002     0.00000     0.00004
     1.64141     0.00001     0.00003     0.00000     0.00004
     1.65141     0.00000     0.00005     0.00000     0.00005
     1.66141     0.00000     0.00008     0.00000     0.00008
     1.67141     0.00000     0.00013     0.00000     0.00013
     1.68141     0.00000     0.00018     0.00000     0.00018
     1.69141     0.00000     0.00024     0.00000     0.00025
     1.70141     0.00000     0.00030     0.00000     0.00031
     1.71141     0.00000     0.00035     0.00000     0.00036
     1.72141     0.00001     0.00038     0.00000     0.00038
     1.73141     0.00001     0.00039     0.00000     0.00039
     1.74141     0.00001     0.00038     0.00000     0.00039
     1.75141     0.00001     0.00038     0.00000     0.00038
     1.76141     0.00001     0.00038     0.00000     0.00039
     1.77141     0.00001     0.00041     0.00000     0.00041
     1.78141     0.00001     0.00046     0.00000     0.00047
     1.79141     0.00002     0.00053     0.00000     0.00055
     1.80141     0.00003     0.00062     0.00000     0.00065
     1.81141     0.00004     0.00074     0.00000     0.00078
     1.82141     0.00006     0.00087     0.00000     0.00093
     1.83141     0.00008     0.00102     0.00000     0.00110
     1.84141     0.00010     0.00118     0.00000     0.00127
     1.85141     0.00011     0.00131     0.00000     0.00143
     1.86141     0.00012     0.00141     0.00000     0.00153
     1.87141     0.00012     0.00143     0.00000     0.00156
     1.88141     0.00011     0.00138     0.00000     0.00149
     1.89141     0.00010     0.00124     0.00000     0.00133
     1.90141     0.00008     0.00104     0.00000     0.00112
     1.91241     0.00006     0.00081     0.00000     0.00087
     1.92241     0.00004     0.00059     0.00000     0.00063
     1.93241     0.00003     0.00040     0.00000     0.00043
     1.94241     0.00002     0.00025     0.00000     0.00027
     1.95241     0.00002     0.00016     0.00000     0.00018
     1.96241     0.00002     0.00011     0.00000     0.00013
     1.97241     0.00004     0.00009     0.00000     0.00013
     1.98241     0.00006     0.00011     0.00000     0.00016
     1.99241     0.00009     0.00014     0.00000     0.00023
     2.00241     0.00012     0.00019     0.00000     0.00031
     2.01241     0.00016     0.00025     0.00000     0.00041
     2.02241     0.00019     0.00030     0.00000     0.00049
     2.03241     0.00021     0.00033     0.00000     0.00055
     2.04241     0.00022     0.00035     0.00000     0.00057
     2.05241     0.00022     0.00033     0.00000     0.00055
     2.06241     0.00021     0.00030     0.00000     0.00051
     2.07241     0.00019     0.00026     0.00000     0.00045
     2.08241     0.00018     0.00022     0.00000     0.00040
     2.09241     0.00017     0.00019     0.00000     0.00036
     2.10241     0.00017     0.00017     0.00000     0.00034
     2.11241     0.00016     0.00016     0.00000     0.00033
     2.12241     0.00016     0.00016     0.00000     0.00032
     2.13241     0.00014     0.00016     0.00000     0.00031
     2.14241     0.00013     0.00016     0.00000     0.00029
     2.15241     0.00010     0.00016     0.00000     0.00026
     2.16241     0.00008     0.00015     0.00000     0.00023
     2.17241     0.00006     0.00015     0.00000     0.00021
     2.18241     0.00005     0.00015     0.00000     0.00020
     2.19241     0.00005     0.00016     0.00000     0.00020
     2.20241     0.00005     0.00017     0.00000     0.00022
     2.21241     0.00006     0.00019     0.00000     0.00025
     2.22241     0.00008     0.00020     0.00000     0.00027
     2.23241     0.00010     0.00020     0.00000     0.00030
     2.24241     0.00014     0.00019     0.00000     0.00033
     2.25241     0.00018     0.00018     0.00000     0.00036
     2.26241     0.00023     0.00017     0.00000     0.00041
     2.27241     0.00030     0.00016     0.00000     0.00046
     2.28241     0.00037     0.00015     0.00000     0.00052
     2.29241     0.00044     0.00015     0.00000     0.00059
     2.30241     0.00049     0.00015     0.00000     0.00064
     2.31241     0.00052     0.00015     0.00000     0.00067
     2.32241     0.00052     0.00015     0.00000     0.00067
     2.33241     0.00050     0.00015     0.00000     0.00065
     2.34241     0.00046     0.00015     0.00000     0.00060
     2.35241     0.00041     0.00014     0.00000     0.00055
     2.36241     0.00036     0.00013     0.00000     0.00049
     2.37241     0.00032     0.00012     0.00000     0.00044
     2.38241     0.00030     0.00011     0.00000     0.00041
     2.39241     0.00030     0.00009     0.00000     0.00039
     2.40241     0.00030     0.00009     0.00000     0.00039
     2.41241     0.00032     0.00008     0.00000     0.00040
     2.42241     0.00035     0.00008     0.00000     0.00043
     2.43241     0.00039     0.00008     0.00000     0.00046
     2.44241     0.00043     0.00009     0.00000     0.00051
     2.45241     0.00047     0.00010     0.00000     0.00057
     2.46241     0.00052     0.00012     0.00000     0.00064
     2.47241     0.00058     0.00015     0.00000     0.00073
     2.48241     0.00066     0.00018     0.00000     0.00085
     2.49241     0.00078     0.00023     0.00000     0.00101
     2.50241     0.00094     0.00029     0.00000     0.00123
     2.51241     0.00114     0.00035     0.00000     0.00149
     2.52241     0.00137     0.00042     0.00000     0.00179
     2.53241     0.00159     0.00047     0.00000     0.00206
     2.54241     0.00178     0.00051     0.00000     0.00228
     2.55241     0.00190     0.00051     0.00000     0.00241
     2.56241     0.00194     0.00049     0.00000     0.00244
     2.57241     0.00193     0.00046     0.00000     0.00239
     2.58241     0.00188     0.00041     0.00000     0.00229
     2.59241     0.00181     0.00037     0.00000     0.00218
     2.60241     0.00175     0.00034     0.00000     0.00209
     2.61241     0.00169     0.00032     0.00000     0.00201
     2.62241     0.00162     0.00031     0.00000     0.00193
     2.63241     0.00153     0.00032     0.00000     0.00185
     2.64241     0.00143     0.00033     0.00000     0.00176
     2.65241     0.00132     0.00034     0.00000     0.00166
     2.66241     0.00121     0.00036     0.00000     0.00157
     2.67241     0.00111     0.00039     0.00000     0.00150
     2.68241     0.00104     0.00041     0.00000     0.00146
     2.69241     0.00099     0.00044     0.00000     0.00143
     2.70241     0.00096     0.00045     0.00000     0.00140
     2.71241     0.00093     0.00044     0.00000     0.00137
     2.72241     0.00089     0.00042     0.00000     0.00132
     2.73241     0.00085     0.00039     0.00000     0.00125
     2.74241     0.00081     0.00036     0.00000     0.00117
     2.75241     0.00076     0.00033     0.00000     0.00109
     2.76241     0.00071     0.00031     0.00000     0.00102
     2.77241     0.00067     0.00030     0.00000     0.00097
     2.78241     0.00062     0.00031     0.00000     0.00093
     2.79241     0.00056     0.00034     0.00000     0.00091
     2.80241     0.00051     0.00040     0.00000     0.00091
     2.81241     0.00046     0.00049     0.00000     0.00095
     2.82241     0.00042     0.00062     0.00000     0.00104
     2.83241     0.00040     0.00078     0.00000     0.00118
     2.84241     0.00041     0.00095     0.00000     0.00136
     2.85241     0.00043     0.00113     0.00000     0.00156
     2.86241     0.00047     0.00129     0.00000     0.00176
     2.87241     0.00053     0.00141     0.00000     0.00193
     2.88241     0.00058     0.00146     0.00000     0.00205
     2.89241     0.00064     0.00146     0.00000     0.00210
     2.90241     0.00069     0.00140     0.00000     0.00209
     2.91341     0.00076     0.00129     0.00000     0.00205
     2.92341     0.00085     0.00116     0.00000     0.00201
     2.93341     0.00097     0.00104     0.00000     0.00201
     2.94341     0.00113     0.00093     0.00000     0.00205
     2.95341     0.00130     0.00084     0.00000     0.00214
     2.96341     0.00147     0.00078     0.00000     0.00224
     2.97341     0.00160     0.00073     0.00000     0.00233
     2.98341     0.00167     0.00069     0.00000     0.00236
     2.99341     0.00168     0.00064     0.00000     0.00232
     3.00341     0.00162     0.00060     0.00000     0.00222
     3.01341     0.00154     0.00057     0.00000     0.00211
     3.02341     0.00148     0.00056     0.00000     0.00203
     3.03341     0.00149     0.00058     0.00000     0.00207
     3.04341     0.00161     0.00064     0.00000     0.00226
     3.05341     0.00188     0.00074     0.00000     0.00263
     3.06341     0.00229     0.00088     0.00000     0.00317
     3.07341     0.00278     0.00103     0.00000     0.00381
     3.08341     0.00327     0.00119     0.00000     0.00446
     3.09341     0.00366     0.00133     0.00000     0.00500
     3.10341     0.00387     0.00146     0.00000     0.00532
     3.11341     0.00384     0.00155     0.00000     0.00538
     3.12341     0.00358     0.00159     0.00000     0.00517
     3.13341     0.00314     0.00160     0.00000     0.00474
     3.14341     0.00263     0.00156     0.00000     0.00419
     3.15341     0.00214     0.00149     0.00000     0.00363
     3.16341     0.00174     0.00139     0.00000     0.00313
     3.17341     0.00148     0.00128     0.00000     0.00276
     3.18341     0.00133     0.00118     0.00000     0.00251
     3.19341     0.00127     0.00108     0.00000     0.00235
     3.20341     0.00125     0.00098     0.00000     0.00223
     3.21341     0.00123     0.00088     0.00000     0.00210
     3.22341     0.00117     0.00077     0.00000     0.00194
     3.23341     0.00109     0.00065     0.00000     0.00174
     3.24341     0.00101     0.00053     0.00000     0.00154
     3.25341     0.00096     0.00044     0.00000     0.00139
     3.26341     0.00095     0.00036     0.00000     0.00131
     3.27341     0.00100     0.00032     0.00000     0.00131
     3.28341     0.00109     0.00029     0.00000     0.00138
     3.29341     0.00120     0.00029     0.00000     0.00149
     3.30341     0.00132     0.00030     0.00000     0.00162
     3.31341     0.00145     0.00031     0.00000     0.00176
     3.32341     0.00158     0.00034     0.00000     0.00192
     3.33341     0.00172     0.00039     0.00000     0.00211
     3.34341     0.00187     0.00045     0.00000     0.00232
     3.35341     0.00202     0.00054     0.00000     0.00255
     3.36341     0.00213     0.00063     0.00000     0.00276
     3.37341     0.00217     0.00073     0.00000     0.00290
     3.38341     0.00214     0.00080     0.00000     0.00294
     3.39341     0.00203     0.00083     0.00000     0.00287
     3.40341     0.00187     0.00083     0.00000     0.00270
     3.41341     0.00169     0.00080     0.00000     0.00249
     3.42341     0.00155     0.00074     0.00000     0.00229
     3.43341     0.00148     0.00069     0.00000     0.00217
     3.44341     0.00149     0.00065     0.00000     0.00215
     3.45341     0.00156     0.00063     0.00000     0.00219
     3.46341     0.00164     0.00063     0.00000     0.00226
     3.47341     0.00168     0.00062     0.00000     0.00230
     3.48341     0.00165     0.00060     0.00000     0.00225
     3.49341     0.00153     0.00055     0.00000     0.00208
     3.50341     0.00134     0.00049     0.00000     0.00182
     3.51341     0.00110     0.00041     0.00000     0.00152
     3.52341     0.00087     0.00034     0.00000     0.00121
     3.53341     0.00067     0.00028     0.00000     0.00095
     3.54341     0.00053     0.00024     0.00000     0.00078
     3.55341     0.00048     0.00025     0.00000     0.00072
     3.56341     0.00050     0.00030     0.00000     0.00080
     3.57341     0.00062     0.00041     0.00000     0.00102
